Dataset	Id	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	FScore	MolFile	Family	Structure
MSV000078556	10	REG_fdr0_spectra/MSV000078556.mgf	10	10	2924	Surfactin_Surfactin_C1	20	1.5e-18	1035.68	518.85	468.74699999999996	M+2H	2	17.82390874094432	combined_db/mol_dir/NZJ30-F.mol	7	cyclic
MSV000078556	11	REG_fdr0_spectra/MSV000078556.mgf	11	11	2924	Surfactin_Surfactin_C1	19	2.8999999999999997e-22	1035.68	1036.69	467.87	M+H	1	21.537602002101043	combined_db/mol_dir/NZJ30-F.mol	7	cyclic
MSV000078556	12	REG_fdr0_spectra/MSV000078556.mgf	12	12	2924	Surfactin_Surfactin_C1	19	1.1000000000000001e-18	1035.68	1036.69	469.417	M+H	1	17.958607314841775	combined_db/mol_dir/NZJ30-F.mol	7	cyclic
MSV000078556	13	REG_fdr0_spectra/MSV000078556.mgf	13	13	2924	Surfactin_Surfactin_C1	18	4.4000000000000004e-20	1035.68	1036.69	468.32800000000003	M+H	1	19.356547323513812	combined_db/mol_dir/NZJ30-F.mol	7	cyclic
MSV000078556	14	REG_fdr0_spectra/MSV000078556.mgf	14	14	8691	Esperin	17	4.5e-19	1035.68	518.85	470.60699999999997	M+2H	2	18.346787486224656	combined_db/mol_dir/antimarin2012_25136.mol	7	cyclic
MSV000078556	15	REG_fdr0_spectra/MSV000078556.mgf	15	15	2564	Surfactin_Surfactin_B1	16	7.5e-16	1021.67	1022.68	457.517	M+H	1	15.1249387366083	combined_db/mol_dir/NZJ26-I.mol	7	cyclic
MSV000078556	16	REG_fdr0_spectra/MSV000078556.mgf	16	16	6733	Bacillus_pumilus_KMM_1364_Lipodepsipeptides_KMM_1364E	14	6.4e-16	1063.71	1064.72	496.70300000000003	M+H	1	15.193820026016112	combined_db/mol_dir/OKQ82-P.mol	7	cyclic
MSV000078556	17	REG_fdr0_spectra/MSV000078556.mgf	17	17	2272	Surfactin_Surfactin_A1	12	5.9e-15	1007.65	1008.66	440.11800000000005	M+H	1	14.229147988357855	combined_db/mol_dir/NZJ23-F.mol	7	cyclic
MSV000078556	18	REG_fdr0_spectra/MSV000078556.mgf	18	18	8691	Esperin	15	1.3999999999999999e-14	1035.68	518.85	469.837	M+2H	2	13.853871964321762	combined_db/mol_dir/antimarin2012_25136.mol	7	cyclic
MSV000078556	19	REG_fdr0_spectra/MSV000078556.mgf	19	19	9047	[Ile7]-Surfactin_C14i_dimethyl_ester	14	2.5e-14	1049.7	1050.71	478.254	M+H	1	13.602059991327963	combined_db/mol_dir/antimarin2012_45036.mol	7	cyclic
MSV000078556	20	REG_fdr0_spectra/MSV000078556.mgf	20	20	6525	SNA_60-367_SNA_60-367-13	13	3.3000000000000005e-14	1504.84	753.429	340.974	M+2H	2	13.481486060122112	combined_db/mol_dir/HLH79-I.mol	61	b-cyclic
MSV000078556	21	REG_fdr0_spectra/MSV000078556.mgf	21	21	2564	Surfactin_Surfactin_B1	13	5e-14	1021.67	1022.67	455.329	M+H	1	13.301029995663981	combined_db/mol_dir/NZJ26-I.mol	7	cyclic
MSV000078556	22	REG_fdr0_spectra/MSV000078556.mgf	22	22	2272	Surfactin_Surfactin_A1	12	5.5e-14	1007.65	504.834	440.43300000000005	M+2H	2	13.259637310505756	combined_db/mol_dir/NZJ23-F.mol	7	cyclic
MSV000078556	23	REG_fdr0_spectra/MSV000078556.mgf	23	23	9016	[Ile2,Val7]-Surfactin_C14i	12	7e-14	1007.65	504.834	441.53	M+2H	2	13.154901959985743	combined_db/mol_dir/antimarin2012_45007.mol	7	cyclic
MSV000078556	24	REG_fdr0_spectra/MSV000078556.mgf	24	24	9032	[Ile2,Val7]-Surfactin_C14i_monomethyl_es	12	8e-14	1021.67	1022.67	456.42	M+H	1	13.096910013008056	combined_db/mol_dir/antimarin2012_45020.mol	7	cyclic
MSV000078556	25	REG_fdr0_spectra/MSV000078556.mgf	25	25	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	9.900000000000001e-19	651.396	652.4159999999999	150.85399999999998	M+H	1	18.00436480540245	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	26	REG_fdr0_spectra/MSV000078556.mgf	26	26	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	6.800000000000001e-18	651.396	652.4159999999999	152.053	M+H	1	17.167491087293765	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	27	REG_fdr0_spectra/MSV000078556.mgf	27	27	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	7	5.6e-15	651.396	652.415	150.075	M+H	1	14.2518119729938	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	28	REG_fdr0_spectra/MSV000078556.mgf	28	28	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	10	1.2e-16	651.396	326.711	156.207	M+2H	2	15.920818753952375	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	29	REG_fdr0_spectra/MSV000078556.mgf	29	29	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	9.8e-18	651.396	652.414	155.892	M+H	1	17.008773924307505	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	30	REG_fdr0_spectra/MSV000078556.mgf	30	30	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	1.3e-14	651.396	652.414	156.989	M+H	1	13.886056647693163	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	31	REG_fdr0_spectra/MSV000078556.mgf	31	31	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	8	3.3e-18	651.396	652.404	159.776	M+H	1	17.481486060122112	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	32	REG_fdr0_spectra/MSV000078556.mgf	32	32	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	8	1.1e-17	651.396	652.404	158.57299999999998	M+H	1	16.958607314841775	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	33	REG_fdr0_spectra/MSV000078556.mgf	33	33	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	8	5.4e-15	651.396	652.409	154.61700000000002	M+H	1	14.267606240177031	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	34	REG_fdr0_spectra/MSV000078556.mgf	34	34	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	7	6.2e-15	651.396	652.409	152.417	M+H	1	14.207608310501746	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	35	REG_fdr0_spectra/MSV000078556.mgf	35	35	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	8	3e-16	651.396	652.405	155.981	M+H	1	15.522878745280337	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	36	REG_fdr0_spectra/MSV000078556.mgf	36	36	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	8	1.8e-17	651.396	652.405	154.507	M+H	1	16.744727494896694	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	37	REG_fdr0_spectra/MSV000078556.mgf	37	37	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	7	2.6e-13	651.396	652.409	155.609	M+H	1	12.585026652029182	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	38	REG_fdr0_spectra/MSV000078556.mgf	38	38	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	7	3e-13	651.396	652.4119999999999	156.69899999999998	M+H	1	12.522878745280337	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	39	REG_fdr0_spectra/MSV000078556.mgf	39	39	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	3.4e-16	651.396	652.401	159.12	M+H	1	15.468521082957745	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	40	REG_fdr0_spectra/MSV000078556.mgf	40	40	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	8	3.5e-15	651.396	652.4019999999999	160.20600000000002	M+H	1	14.455931955649724	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	41	REG_fdr0_spectra/MSV000078556.mgf	41	41	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	5.200000000000001e-18	651.396	652.4069999999999	154.004	M+H	1	17.2839966563652	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	42	REG_fdr0_spectra/MSV000078556.mgf	42	42	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	7	6.900000000000001e-14	651.396	652.405	152.903	M+H	1	13.161150909262744	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	43	REG_fdr0_spectra/MSV000078556.mgf	43	43	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	8	7.200000000000001e-14	651.396	652.4069999999999	155.102	M+H	1	13.142667503568731	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	44	REG_fdr0_spectra/MSV000078556.mgf	44	44	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	7	2.7e-15	651.396	652.4069999999999	156.335	M+H	1	14.568636235841012	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	45	REG_fdr0_spectra/MSV000078556.mgf	45	45	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	7	1.4e-13	651.396	652.413	154.719	M+H	1	12.853871964321762	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	46	REG_fdr0_spectra/MSV000078556.mgf	46	46	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	7	5.3e-15	651.396	652.398	159.07299999999998	M+H	1	14.275724130399212	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	47	REG_fdr0_spectra/MSV000078556.mgf	47	47	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	3.1e-17	651.396	652.406	156.66899999999998	M+H	1	16.50863830616573	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	48	REG_fdr0_spectra/MSV000078556.mgf	48	48	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	1.2e-15	651.396	652.405	155.576	M+H	1	14.920818753952375	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	49	REG_fdr0_spectra/MSV000078556.mgf	49	49	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	7	2.3e-16	651.396	652.399	149.976	M+H	1	15.638272163982407	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	50	REG_fdr0_spectra/MSV000078556.mgf	50	50	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	1.4e-15	651.396	652.4019999999999	156.657	M+H	1	14.853871964321762	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	51	REG_fdr0_spectra/MSV000078556.mgf	51	51	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	8	1.5e-15	651.396	652.404	157.753	M+H	1	14.823908740944319	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	52	REG_fdr0_spectra/MSV000078556.mgf	52	52	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	7	5e-14	651.396	652.4019999999999	151.07399999999998	M+H	1	13.301029995663981	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	53	REG_fdr0_spectra/MSV000078556.mgf	53	53	2564	Surfactin_Surfactin_B1	17	1.2e-17	1021.67	1022.68	450.945	M+H	1	16.920818753952375	combined_db/mol_dir/NZJ26-I.mol	7	cyclic
MSV000078556	54	REG_fdr0_spectra/MSV000078556.mgf	54	54	8691	Esperin	12	1.7000000000000002e-17	1035.68	1036.7	460.124	M+H	1	16.769551078621728	combined_db/mol_dir/antimarin2012_25136.mol	7	cyclic
MSV000078556	55	REG_fdr0_spectra/MSV000078556.mgf	55	55	8691	Esperin	12	4.5e-15	1035.68	1036.69	460.89300000000003	M+H	1	14.346787486224656	combined_db/mol_dir/antimarin2012_25136.mol	7	cyclic
MSV000078556	56	REG_fdr0_spectra/MSV000078556.mgf	56	56	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	10	9.8e-17	651.396	326.704	154.736	M+2H	2	16.008773924307505	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	57	REG_fdr0_spectra/MSV000078556.mgf	57	57	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	2.1e-17	651.396	652.401	154.211	M+H	1	16.67778070526608	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	58	REG_fdr0_spectra/MSV000078556.mgf	58	58	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	1.5e-19	651.396	652.4	155.305	M+H	1	18.82390874094432	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	59	REG_fdr0_spectra/MSV000078556.mgf	59	59	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	8	5.7e-16	651.396	652.401	153.118	M+H	1	15.244125144327509	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	60	REG_fdr0_spectra/MSV000078556.mgf	60	60	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	11	3.500000000000001e-18	651.396	326.71299999999997	156.009	M+2H	2	17.455931955649724	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	61	REG_fdr0_spectra/MSV000078556.mgf	61	61	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	11	1.2e-18	651.396	326.714	158.201	M+2H	2	17.920818753952375	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	62	REG_fdr0_spectra/MSV000078556.mgf	62	62	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	6.9e-18	651.396	652.419	158.097	M+H	1	17.161150909262744	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	63	REG_fdr0_spectra/MSV000078556.mgf	63	63	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	3.7e-16	651.396	652.42	156.999	M+H	1	15.431798275933005	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	64	REG_fdr0_spectra/MSV000078556.mgf	64	64	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	10	1.2e-15	651.396	326.714	157.10399999999998	M+2H	2	14.920818753952375	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	65	REG_fdr0_spectra/MSV000078556.mgf	65	65	8363	a-Substance_Ib	9	1.5e-15	685.3910000000001	343.711	170.169	M+2H	2	14.823908740944319	combined_db/mol_dir/antimarin2012_37467.mol	543	linear
MSV000078556	66	REG_fdr0_spectra/MSV000078556.mgf	66	66	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	1.5e-14	651.396	652.419	155.904	M+H	1	13.823908740944319	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	67	REG_fdr0_spectra/MSV000078556.mgf	67	67	5722	Glycylprolylphenylalanylprolylisoleucine_Glycylprolylphenylalanylprolylisoleucine	7	7.400000000000001e-14	529.29	530.308	186.843	M+H	1	13.130768280269024	combined_db/mol_dir/GKO69-W.mol	543	linear
MSV000078556	68	REG_fdr0_spectra/MSV000078556.mgf	68	68	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	10	6.800000000000001e-18	651.396	652.401	152.914	M+H	1	17.167491087293765	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	69	REG_fdr0_spectra/MSV000078556.mgf	69	69	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	10	3.500000000000001e-18	651.396	326.703	155.632	M+2H	2	17.455931955649724	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	70	REG_fdr0_spectra/MSV000078556.mgf	70	70	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	4.1e-17	651.396	652.4019999999999	154.009	M+H	1	16.387216143280263	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	71	REG_fdr0_spectra/MSV000078556.mgf	71	71	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	1.3e-21	651.396	652.401	155.107	M+H	1	20.886056647693163	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	72	REG_fdr0_spectra/MSV000078556.mgf	72	72	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	1.6e-16	651.396	326.703	154.536	M+2H	2	15.795880017344075	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	73	REG_fdr0_spectra/MSV000078556.mgf	73	73	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	3.4000000000000004e-18	651.396	326.711	142.411	M+2H	2	17.468521082957746	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	74	REG_fdr0_spectra/MSV000078556.mgf	74	74	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	1.6e-22	651.396	652.415	167.54	M+H	1	21.795880017344075	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	75	REG_fdr0_spectra/MSV000078556.mgf	75	75	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	9.4e-19	651.396	652.418	157.52700000000002	M+H	1	18.0268721464003	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	76	REG_fdr0_spectra/MSV000078556.mgf	76	76	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	8	3.7000000000000006e-14	651.396	326.711	143.411	M+2H	2	13.431798275933005	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	77	REG_fdr0_spectra/MSV000078556.mgf	77	77	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	3.2e-18	651.396	652.403	155.759	M+H	1	17.494850021680094	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	78	REG_fdr0_spectra/MSV000078556.mgf	78	78	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	4.7e-18	651.396	652.4019999999999	154.666	M+H	1	17.327902142064282	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	79	REG_fdr0_spectra/MSV000078556.mgf	79	79	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	1.9e-19	651.396	652.401	156.851	M+H	1	18.72124639904717	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	80	REG_fdr0_spectra/MSV000078556.mgf	80	80	8568	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	1.8000000000000002e-14	651.396	326.703	156.18	M+2H	2	13.744727494896694	combined_db/mol_dir/antimarin2012_54685.mol	423	linear
MSV000078556	81	REG_fdr0_spectra/MSV000078556.mgf	81	81	2924	Surfactin_Surfactin_C1	19	6.3999999999999996e-21	1035.68	518.857	466.08099999999996	M+2H	2	20.193820026016112	combined_db/mol_dir/NZJ30-F.mol	7	cyclic
MSV000078556	82	REG_fdr0_spectra/MSV000078556.mgf	82	82	2564	Surfactin_Surfactin_B1	17	5.1e-17	1021.67	511.849	455.144	M+2H	2	16.292429823902065	combined_db/mol_dir/NZJ26-I.mol	7	cyclic
MSV000078556	83	REG_fdr0_spectra/MSV000078556.mgf	83	83	8691	Esperin	16	7.799999999999999e-31	1035.68	1036.71	464.778	M+H	1	30.10790539730952	combined_db/mol_dir/antimarin2012_25136.mol	7	cyclic
MSV000078556	84	REG_fdr0_spectra/MSV000078556.mgf	84	84	2564	Surfactin_Surfactin_B1	15	1.7000000000000002e-17	1021.67	1022.69	451.657	M+H	1	16.769551078621728	combined_db/mol_dir/NZJ26-I.mol	7	cyclic
MSV000078556	85	REG_fdr0_spectra/MSV000078556.mgf	85	85	8691	Esperin	14	4.7e-18	1035.68	1036.71	465.871	M+H	1	17.327902142064282	combined_db/mol_dir/antimarin2012_25136.mol	7	cyclic
MSV000078556	86	REG_fdr0_spectra/MSV000078556.mgf	86	86	8691	Esperin	13	4.6999999999999995e-21	1035.68	1036.7	463.789	M+H	1	20.327902142064282	combined_db/mol_dir/antimarin2012_25136.mol	7	cyclic
MSV000078556	87	REG_fdr0_spectra/MSV000078556.mgf	87	87	9032	[Ile2,Val7]-Surfactin_C14i_monomethyl_es	12	6.2e-15	1021.67	1022.69	452.74699999999996	M+H	1	14.207608310501746	combined_db/mol_dir/antimarin2012_45020.mol	7	cyclic
MSV000078556	88	REG_fdr0_spectra/MSV000078556.mgf	88	88	2564	Surfactin_Surfactin_B1	14	2.1e-13	1021.67	511.849	456.23800000000006	M+2H	2	12.67778070526608	combined_db/mol_dir/NZJ26-I.mol	7	cyclic
MSV000078557	0	REG_fdr0_spectra/MSV000078557.mgf	0	0	8206	E'Surugamide_C'	10	1.9e-11	897.605	898.6110000000001	38.3035	M+H	1	10.721246399047171	combined_db/mol_dir/streptomedb.3905.mol	179	cyclic
MSV000078557	1	REG_fdr0_spectra/MSV000078557.mgf	1	1	8205	E'Surugamide_B'	9	1.5e-10	897.605	898.6110000000001	32.0012	M+H	1	9.823908740944319	combined_db/mol_dir/streptomedb.3904.mol	179	cyclic
MSV000078557	2	REG_fdr0_spectra/MSV000078557.mgf	2	2	8204	E'Surugamide_A'	10	7.099999999999999e-13	911.6210000000001	912.62	121.098	M+H	1	12.148741651280925	combined_db/mol_dir/streptomedb.3903.mol	179	cyclic
MSV000078557	3	REG_fdr0_spectra/MSV000078557.mgf	3	3	8205	E'Surugamide_B'	9	2.1e-11	897.605	898.62	509.144	M+H	1	10.67778070526608	combined_db/mol_dir/streptomedb.3904.mol	179	cyclic
MSV000078557	4	REG_fdr0_spectra/MSV000078557.mgf	4	4	8204	E'Surugamide_A'	8	2.5e-10	911.6210000000001	912.62	564.4159999999999	M+H	1	9.602059991327963	combined_db/mol_dir/streptomedb.3903.mol	179	cyclic
MSV000078557	5	REG_fdr0_spectra/MSV000078557.mgf	5	5	8204	E'Surugamide_A'	9	2.1000000000000002e-10	911.6210000000001	912.6260000000001	74.4083	M+H	1	9.67778070526608	combined_db/mol_dir/streptomedb.3903.mol	179	cyclic
MSV000078557	6	REG_fdr0_spectra/MSV000078557.mgf	6	6	8162	E'Champacyclin'	9	4.2e-11	897.605	898.615	26.8012	M+H	1	10.3767507096021	combined_db/mol_dir/streptomedb.3015.mol	179	cyclic
MSV000078557	7	REG_fdr0_spectra/MSV000078557.mgf	7	7	8207	E'Surugamide_D'	12	1.2e-14	897.605	898.618	61.8408	M+H	1	13.920818753952375	combined_db/mol_dir/streptomedb.3906.mol	179	cyclic
MSV000078557	8	REG_fdr0_spectra/MSV000078557.mgf	8	8	8207	E'Surugamide_D'	9	9.7e-12	897.605	898.613	188.183	M+H	1	11.013228265733755	combined_db/mol_dir/streptomedb.3906.mol	179	cyclic
MSV000078557	9	REG_fdr0_spectra/MSV000078557.mgf	9	9	8205	E'Surugamide_B'	7	1.5e-10	897.605	898.63	358.024	M+H	1	9.823908740944319	combined_db/mol_dir/streptomedb.3904.mol	179	cyclic
MSV000078557	10	REG_fdr0_spectra/MSV000078557.mgf	10	10	8204	E'Surugamide_A'	9	5.1999999999999995e-11	911.6210000000001	912.6260000000001	74.5783	M+H	1	10.2839966563652	combined_db/mol_dir/streptomedb.3903.mol	179	cyclic
MSV000078557	11	REG_fdr0_spectra/MSV000078557.mgf	11	11	8162	E'Champacyclin'	9	1.5e-10	897.605	898.61	49.9805	M+H	1	9.823908740944319	combined_db/mol_dir/streptomedb.3015.mol	179	cyclic
MSV000078557	12	REG_fdr0_spectra/MSV000078557.mgf	12	12	8204	E'Surugamide_A'	8	3.3e-11	911.6210000000001	912.6289999999999	136.688	M+H	1	10.481486060122112	combined_db/mol_dir/streptomedb.3903.mol	179	cyclic
MSV000078557	13	REG_fdr0_spectra/MSV000078557.mgf	13	13	8207	E'Surugamide_D'	11	4.3000000000000004e-13	897.605	898.6139999999999	16.067	M+H	1	12.366531544420413	combined_db/mol_dir/streptomedb.3906.mol	179	cyclic
MSV000078557	14	REG_fdr0_spectra/MSV000078557.mgf	14	14	8207	E'Surugamide_D'	11	1.1e-12	897.605	898.6089999999999	248.61599999999999	M+H	1	11.958607314841775	combined_db/mol_dir/streptomedb.3906.mol	179	cyclic
MSV000078557	15	REG_fdr0_spectra/MSV000078557.mgf	15	15	8207	E'Surugamide_D'	8	1.3999999999999998e-10	897.605	898.6139999999999	139.268	M+H	1	9.853871964321762	combined_db/mol_dir/streptomedb.3906.mol	179	cyclic
